23047980,0,-2.484245349643012
23047980,80,2.9842147809021826
23047980,160,2.6890147031190943
23047980,240,1.9362595909506966
23047980,320,1.3140226667738335
23047980,400,0.2581998829711849
23047980,480,-0.18925007637061356
23047980,560,-1.1545009008581135

23088882,0,1.9881061618874012
23088882,80,1.2377376922239793
23088882,160,0.19910691014724505
23088882,240,-0.3761338645324066
23088882,320,-1.3094703461723942
23088882,400,-1.8895883099421789
23088882,480,-2.1197383479924277
23088882,560,-2.8312052464574418

23096298,0,-0.07404023174786005
23096298,80,-0.7304373888760272
23096298,160,-0.8144137645618708
23096298,240,-1.6506263125071339
23096298,320,-2.366295156777667
23096298,400,3.0523109895762572
23096298,480,2.2193920057767222
23096298,560,1.611590009662762

23088879,0,-1.712107558384647
23088879,80,-2.5226958237868264
23088879,160,2.9460558276588142
23088879,240,2.2729586777688597
23088879,320,1.2111202697187489
23088879,400,0.7220683302705961
23088879,480,0.5399480245865184
23088879,560,-0.18475400827183153
