,obj_id,frame,x,y,z,xvel,yvel,zvel,P00,P01,P02,P11,P12,P22,P33,P44,P55,trigger_time,ntrig,radius,duration,position
56,21218,2243167,0.0222820311859122,-0.0076603888034075,0.2440007148961339,-0.2951620520614159,-0.2444312804231775,-0.124482969224995,4.834749602593728e-08,-4.366146575477485e-11,-1.8475349209828537e-08,4.937978799821055e-08,1.1977022793528853e-08,1.0829710864070333e-07,0.0008750919586836,0.0008866230924886,0.0011639878596042,1690912416.2221005,55,64,300,448
57,21454,2249366,0.0211129341227491,0.0080079297842737,0.1865962124918326,-0.1142379880327191,-0.3360848642476605,-0.0621185579802047,5.538006224482317e-08,-4.159489967118941e-10,-2.3099789678288063e-08,5.53275263870348e-08,1.4645271589382596e-08,1.5172721944922945e-07,0.0009168526820605,0.0009221928520013,0.0013135847095204,1690912478.2389765,56,64,300,224
58,22229,2275776,0.0175026639676055,0.0172980773565604,0.2373399003345352,-0.1856258551278866,0.0076121458525131,-0.1369707446262516,4.793162311132723e-08,5.776313018801127e-10,-1.7224879693658996e-08,4.8114923174344616e-08,1.0136691553433877e-08,1.1150688137711069e-07,0.0008736501150474,0.0008798448165202,0.0011780208970793,1690912742.526369,57,64,500,512
59,22203,2278184,-0.0011137604116347,0.0058222424118452,0.2483666743681968,-0.5364467297143264,0.276386454888484,-0.2212184149788949,4.5695048291651174e-08,7.913057049875955e-10,-1.4935373952050568e-08,4.7065177398053576e-08,9.587093663548688e-09,1.0400227615963157e-07,0.0008609092435441,0.0008736010002038,0.0011494319310019,1690912766.6497147,58,32,500,32
60,22318,2280221,0.0158132236741336,0.0176589752685427,0.2355367428160493,0.0483833550534023,-0.2208088087939383,0.0146114104120988,4.797286927888675e-08,6.139922427815269e-10,-1.710066250163363e-08,4.822094430270626e-08,1.0111619477207724e-08,1.1256105603912653e-07,0.0008741059741544,0.0008804139281638,0.0011834800197845,1690912786.9926856,59,32,300,224
61,23341,2308588,0.023993095938657,0.004104033236056,0.2083607156640227,-0.4629663301417968,-0.037606768433391,-0.1701035918213473,5.28224150660817e-08,-3.323554990657542e-10,-2.1549318867974353e-08,5.305076259952088e-08,1.3703299292072521e-08,1.340321497139243e-07,0.0009020665790693,0.000909117459584,0.0012556797632889,1690913070.8546927,60,64,500,192
62,23514,2315893,0.0203263280843042,0.0066094174073694,0.1575066179270783,-0.3032820562709012,-0.3296857290021896,-0.179006674525273,5.9486978198698056e-08,-8.355941362720276e-10,-2.6202101857604204e-08,5.9261891419582283e-08,1.7052105651540717e-08,1.786027935009573e-07,0.0009394181576892,0.0009439715589229,0.001390513222141,1690913143.9555078,61,64,500,128
63,23815,2322561,0.0193048729446887,-0.0130523560608089,0.1839735898169796,-0.1434611656603919,0.2918441317418924,0.0414240500687035,5.6522312967945625e-08,-1.0984479330372996e-09,-2.4469964483015964e-08,5.7466271256632795e-08,1.7386922071498108e-08,1.5568278197685205e-07,0.0009234134012572,0.0009344042602071,0.0013258184706286,1690913210.7018652,62,64,500,288
64,23973,2329693,0.0218165378041649,-0.0036301413525211,0.2000529963882018,-0.4027475633827819,0.1485652549545227,-0.1006856409486117,5.413177533631543e-08,-6.287894558739131e-10,-2.2596940915223653e-08,5.468554037049552e-08,1.5071118825562847e-08,1.412209290247812e-07,0.0009097915658909,0.0009187267522055,0.00127974053074,1690913282.0541904,63,64,500,384
65,24086,2331824,0.0058624438098383,-0.0022810138908061,0.249457782155398,-0.1769286910560367,-0.3731587638729172,-0.2004852866729397,4.6270311076980174e-08,5.16800430888119e-10,-1.5879698554976957e-08,4.7725725247172256e-08,1.0375571422409637e-08,1.0394348623616357e-07,0.0008630998382242,0.0008763080193148,0.0011480168505097,1690913303.3818965,64,32,300,576
66,24098,2332998,0.0022169279297699,-0.0242348656941778,0.1813157254645204,-0.1205028771789502,0.3343172214725151,-0.104262138828363,5.5769168780161816e-08,-1.020556066057062e-09,-2.2680412294593133e-08,5.802281738410121e-08,1.806503846227982e-08,1.5862951812479496e-07,0.0009201214852553,0.0009368565764695,0.0013338274843976,1690913315.1220086,65,64,300,64
67,25531,2376200,0.0087744419865649,0.022683810111542,0.242073758947679,0.2474256701446626,-0.3297979995481484,-0.1785930711571141,4.649059751675223e-08,9.5247003686715e-10,-1.5485614347557077e-08,4.6824700774235946e-08,8.961813826207899e-09,1.075744427733015e-07,0.0008646495529088,0.0008709931119668,0.0011633647813985,1690913747.457757,66,32,500,448
68,26090,2395916,-0.018970984827135,-0.0154356690725033,0.2468318541776572,0.2063296582320511,0.0371469541113845,-0.2120113259523556,4.4949277328225816e-08,5.711347991590266e-10,-1.3790451215165726e-08,4.7835071909106814e-08,1.0438018626476445e-08,1.0569472159697253e-07,0.0008557623619069,0.000877268421676,0.0011563456397565,1690913944.7162418,67,32,500,416
69,26177,2399566,-0.0207750937569669,0.0005719250753949,0.236726255079896,0.5011396995124542,0.1036473928977003,-0.2414337328059287,4.566044985178952e-08,8.872882379780458e-10,-1.3514935862217106e-08,4.801047094805263e-08,9.789730973164356e-09,1.1169982737602209e-07,0.0008604834132089,0.0008786303112315,0.0011796935284998,1690913981.2427368,68,32,500,416
70,26283,2404071,0.018947438816828,-0.0123424406319464,0.1593340549349029,-0.0366276419722638,0.4013242402680741,0.0821834418398814,6.003766990284613e-08,-1.4760043609030151e-09,-2.7162370874255042e-08,6.082477859797481e-08,1.968710181930669e-08,1.790798372266974e-07,0.0009427415454675,0.0009528893679676,0.0013936780786418,1690914026.3216586,69,32,500,480
71,26828,2430504,-0.0140800482850002,0.0163430713458991,0.1754738926935397,0.2818102539933305,-0.260691608410758,0.0235701290854896,5.362964051141303e-08,6.363318362025871e-10,-1.8140799162830764e-08,5.477907366559855e-08,1.2524859532332713e-08,1.6031489026101176e-07,0.0009102168510769,0.0009201555879553,0.0013434820694402,1690914290.8578138,70,64,500,608
72,26847,2434329,-0.0071481144763469,0.0037214119223776,0.2484663172706876,-0.0156390557939229,0.3583252654766714,-0.2083951065513309,4.525078596590351e-08,8.48864891885058e-10,-1.4273329708207171e-08,4.6979112908039624e-08,9.470008984377454e-09,1.03953124253848e-07,0.0008579446111211,0.0008729174080796,0.0011497916794874,1690914329.0998783,71,64,500,288
73,27036,2445084,-0.013231922577837,0.0209249171646419,0.2037516943948689,-0.301447755796925,-0.1785138036944927,-0.3269130011393793,4.9855640235293204e-08,9.809937599323248e-10,-1.5879397146405132e-08,5.0814729759137415e-08,1.0202966902371737e-08,1.353432755496257e-07,0.0008874680222249,0.0008964026477482,0.0012621866773867,1690914436.746185,72,64,300,192
74,27357,2451946,0.0232713998527572,0.0082582803605383,0.2107480559398186,0.0390300848166098,-0.2648089227597937,-0.0776544638584892,5.2237816725908574e-08,-1.6586226043020942e-10,-2.094066137191916e-08,5.2398215289496296e-08,1.3183655593405356e-08,1.3234409556493324e-07,0.0008986395013042,0.0009049939483859,0.0012561173624841,1690914505.3942158,73,64,300,160
75,27864,2464251,0.0131276861026402,0.0113284653062651,0.2496755383216019,0.0429615961292212,-0.2203553725415283,-0.0908618302344112,4.628170819232026e-08,6.834498389443788e-10,-1.5985842699353422e-08,4.7000866611130866e-08,9.70037298220326e-09,1.0330014955139522e-07,0.0008631987878502,0.0008722901246172,0.0011467950492971,1690914628.5464697,74,64,500,0
76,27913,2467831,-0.0049059595699051,0.0230771619395285,0.2212698060046692,-0.5701008848051555,-0.2829096740397372,-0.1778375561582113,4.8327999656500414e-08,9.90672178857749e-10,-1.5740692971791884e-08,4.8919213842283363e-08,9.514698988328623e-09,1.2247036058108818e-07,0.0008779965653043,0.0008850180937862,0.0012190929270465,1690914664.3539205,75,64,500,160
