,pos,direction
0,30,-1.1356648953594377
1,94,-1.7488747650538081
2,158,-2.448292477070458
3,222,-2.9843917916540263
4,286,2.681449638440227
5,350,2.0399784880580567
6,414,1.4848444922832136
7,478,1.0102196190224049
8,542,0.38873509649878035
9,606,-0.5090809920855043
