,obj_id,frame,x,y,z,xvel,yvel,zvel,P00,P01,P02,P11,P12,P22,P33,P44,P55,ntrig,position_trigger_time,position_trigger_copy_time,stimulus_start_time,looming_pos_x,looming_pos_y,looming_radius,looming_duration,csv_writer_receive_time,csv_writer_write_time
10,37861,1316407,-0.0163571120375387,-0.0186967847750996,0.1808866634002664,0.2965568196319341,0.1242814406475684,-0.0795181640355479,5.3789590687236055e-08,-3.26191318318026e-10,-1.9208410580312907e-08,5.675188895036104e-08,1.635140275150488e-08,1.5786016509140738e-07,0.0009102819991122,0.000930036090601,0.0013338127331476,6,1687790741.0668583,1687790741.068912,1687790741.0714958,200,64,64,500,1687790741.071578,1687790741.07158
11,37861,1316407,-0.0163571120375387,-0.0186967847750996,0.1808866634002664,0.2965568196319341,0.1242814406475684,-0.0795181640355479,5.3789590687236055e-08,-3.26191318318026e-10,-1.9208410580312907e-08,5.675188895036104e-08,1.635140275150488e-08,1.5786016509140738e-07,0.0009102819991122,0.000930036090601,0.0013338127331476,6,1687790741.0668583,1687790741.068912,1687790741.568606,12,64,32,300,1687790741.5687256,1687790741.5687273
12,37887,1318896,0.0170636503950308,-0.0180531757663173,0.1863665477874494,-0.37456171273538,-0.1861820018886403,-0.1043701276729135,5.6170150060295386e-08,-1.1292538212259971e-09,-2.4116250771652384e-08,5.7393697360902075e-08,1.7502807734567912e-08,1.5369703921652286e-07,0.0009211389063357,0.000933046857734,0.0013180125088248,7,1687790765.9742022,1687790765.9762638,1687790765.9866197,184,64,64,500,1687790765.9867449,1687790765.9867475
13,37887,1318896,0.0170636503950308,-0.0180531757663173,0.1863665477874494,-0.37456171273538,-0.1861820018886403,-0.1043701276729135,5.6170150060295386e-08,-1.1292538212259971e-09,-2.4116250771652384e-08,5.7393697360902075e-08,1.7502807734567912e-08,1.5369703921652286e-07,0.0009211389063357,0.000933046857734,0.0013180125088248,7,1687790765.9742022,1687790765.9762638,1687790766.4845018,155,64,32,300,1687790766.484597,1687790766.4845986
14,39861,1507634,-0.0220548452508769,-0.0108200146253589,0.2398904340078535,0.3432488442381735,0.1020737547230316,-0.0854550270071389,4.5508228386621875e-08,6.412179582171731e-10,-1.3738911007979113e-08,4.836201026562709e-08,1.0518964005369416e-08,1.104751382573465e-07,0.0008599102524543,0.0008810221951919,0.0011761021076665,8,1687792654.6567562,1687792654.66002,1687792654.6749227,0,64,32,300,1687792654.6750417,1687792654.6750436
15,39861,1507634,-0.0220548452508769,-0.0108200146253589,0.2398904340078535,0.3432488442381735,0.1020737547230316,-0.0854550270071389,4.5508228386621875e-08,6.412179582171731e-10,-1.3738911007979113e-08,4.836201026562709e-08,1.0518964005369416e-08,1.104751382573465e-07,0.0008599102524543,0.0008810221951919,0.0011761021076665,8,1687792654.6567562,1687792654.66002,1687792654.9636755,0,64,32,500,1687792654.9638145,1687792654.9638157
16,39892,1509467,0.0236918606852026,0.0056841065764444,0.1822463220779242,-0.0788820767585111,-0.2263334998768756,0.0227301200973195,5.6350461696531885e-08,-6.384789625423535e-10,-2.4137810907588527e-08,5.62687808231793e-08,1.5483023303938418e-08,1.562517067322707e-07,0.0009222477121954,0.0009277336321443,0.001327702450439,9,1687792672.9925086,1687792672.994812,1687792673.008369,140,64,32,300,1687792673.0084765,1687792673.008478
17,39892,1509467,0.0236918606852026,0.0056841065764444,0.1822463220779242,-0.0788820767585111,-0.2263334998768756,0.0227301200973195,5.6350461696531885e-08,-6.384789625423535e-10,-2.4137810907588527e-08,5.62687808231793e-08,1.5483023303938418e-08,1.562517067322707e-07,0.0009222477121954,0.0009277336321443,0.001327702450439,9,1687792672.9925086,1687792672.994812,1687792673.296594,111,64,64,500,1687792673.2967494,1687792673.2967522
18,39979,1512111,-0.011403793437543,0.0217683454167492,0.2496848479196137,0.0446001059464485,-0.055860120523522,-0.0260831013160227,4.428173933340025e-08,1.330658701573384e-09,-1.2914266419677311e-08,4.5375920376316055e-08,7.792430486841376e-09,1.022582629001711e-07,0.0008524955490239,0.0008628985751607,0.0011455364468372,10,1687792699.419038,1687792699.4211037,1687792699.4358706,36,64,64,300,1687792699.4359877,1687792699.43599
19,39979,1512111,-0.011403793437543,0.0217683454167492,0.2496848479196137,0.0446001059464485,-0.055860120523522,-0.0260831013160227,4.428173933340025e-08,1.330658701573384e-09,-1.2914266419677311e-08,4.5375920376316055e-08,7.792430486841376e-09,1.022582629001711e-07,0.0008524955490239,0.0008628985751607,0.0011455364468372,10,1687792699.419038,1687792699.4211037,1687792699.7242818,86,64,64,300,1687792699.7244382,1687792699.7244427
20,39979,1512765,-0.0144810982478654,0.0194520155422692,0.2090735160476992,0.0878797298688759,-0.0846364331575695,-0.012657591897008,4.9188678730635626e-08,9.9541197792177e-10,-1.5469275431218633e-08,5.032308796080496e-08,1.008940155160132e-08,1.317711321541258e-07,0.0008838612245306,0.0008940692470109,0.0012532915860467,11,1687792705.963462,1687792705.9652529,1687792705.976184,106,64,32,500,1687792705.9763055,1687792705.976308
21,39979,1512765,-0.0144810982478654,0.0194520155422692,0.2090735160476992,0.0878797298688759,-0.0846364331575695,-0.012657591897008,4.9188678730635626e-08,9.9541197792177e-10,-1.5469275431218633e-08,5.032308796080496e-08,1.008940155160132e-08,1.317711321541258e-07,0.0008838612245306,0.0008940692470109,0.0012532915860467,11,1687792705.963462,1687792705.9652529,1687792706.4757776,297,64,32,500,1687792706.475894,1687792706.475896
22,40013,1513344,-0.0021209031832254,-0.0243589383001537,0.2047233620557285,-0.1181088311912626,0.2141031501874813,-0.0759590363831455,5.216068481391257e-08,-5.50544437829866e-10,-1.9834539992906143e-08,5.462203713580344e-08,1.5559326208087473e-08,1.3833320161283566e-07,0.0008997560817909,0.000917940963273,0.0012715159839515,12,1687792711.7671428,1687792711.7691305,1687792711.7703896,51,64,64,500,1687792711.7704945,1687792711.7704964
23,40013,1513344,-0.0021209031832254,-0.0243589383001537,0.2047233620557285,-0.1181088311912626,0.2141031501874813,-0.0759590363831455,5.216068481391257e-08,-5.50544437829866e-10,-1.9834539992906143e-08,5.462203713580344e-08,1.5559326208087473e-08,1.3833320161283566e-07,0.0008997560817909,0.000917940963273,0.0012715159839515,12,1687792711.7671428,1687792711.7691305,1687792712.268668,57,64,32,300,1687792712.268776,1687792712.2687783
24,40112,1514306,-0.0215441841016295,0.0062527683876563,0.1125180428787106,0.2978530704304212,-0.0809840187228815,-0.0824366400616413,6.190041260623711e-08,-6.748186644838766e-11,-2.253600452512672e-08,6.385273700344207e-08,1.8544309100750092e-08,2.2522598129939e-07,0.0009567312063141,0.0009696223980012,0.0015141952966601,13,1687792721.4099958,1687792721.4136856,1687792721.4244432,256,64,64,300,1687792721.4247313,1687792721.424733
25,40112,1514306,-0.0215441841016295,0.0062527683876563,0.1125180428787106,0.2978530704304212,-0.0809840187228815,-0.0824366400616413,6.190041260623711e-08,-6.748186644838766e-11,-2.253600452512672e-08,6.385273700344207e-08,1.8544309100750092e-08,2.2522598129939e-07,0.0009567312063141,0.0009696223980012,0.0015141952966601,13,1687792721.4099958,1687792721.4136856,1687792721.7109857,164,64,64,500,1687792721.7111166,1687792721.711119
26,39979,1515305,-0.0212551878022605,0.0109359018016731,0.1834375608410729,0.225017997095038,0.0486425773971457,-0.1134349625185136,1.1377913691078097e-07,1.0253695069301257e-08,1.1057194920449292e-07,7.662916685188541e-08,2.7133418156210977e-08,3.2034252648510384e-07,0.0011156814323387,0.00103263710489,0.0016746659044397,14,1687792731.3784847,1687792731.3813934,1687792731.390627,0,64,32,300,1687792731.3907385,1687792731.39074
27,39979,1515305,-0.0212551878022605,0.0109359018016731,0.1834375608410729,0.225017997095038,0.0486425773971457,-0.1134349625185136,1.1377913691078097e-07,1.0253695069301257e-08,1.1057194920449292e-07,7.662916685188541e-08,2.7133418156210977e-08,3.2034252648510384e-07,0.0011156814323387,0.00103263710489,0.0016746659044397,14,1687792731.3784847,1687792731.3813934,1687792731.6783795,129,64,64,300,1687792731.6784897,1687792731.6784914
28,39979,1515857,0.0169025907821539,0.0174215000872749,0.194147210418432,-0.0785842923649032,-0.2243439010514949,-0.0571673978642223,5.366166235542389e-08,6.331336205108608e-11,-2.119388825551499e-08,5.3471484485347984e-08,1.2860836972795892e-08,1.4496203300630548e-07,0.0009078246952519,0.0009120532596798,0.0012933427942888,15,1687792736.9239533,1687792736.9276564,1687792736.939559,400,64,64,500,1687792736.9397354,1687792736.9397402
29,39979,1515857,0.0169025907821539,0.0174215000872749,0.194147210418432,-0.0785842923649032,-0.2243439010514949,-0.0571673978642223,5.366166235542389e-08,6.331336205108608e-11,-2.119388825551499e-08,5.3471484485347984e-08,1.2860836972795892e-08,1.4496203300630548e-07,0.0009078246952519,0.0009120532596798,0.0012933427942888,15,1687792736.9239533,1687792736.9276564,1687792737.437977,7,64,32,500,1687792737.4381702,1687792737.4381738
30,39979,1517220,-0.0203351868080188,-0.0127975030730786,0.2298010373248166,0.1311811568691428,-0.0188006415946943,-0.0233553325598798,6.248008002588035e-08,9.73760842297744e-09,5.627479197556279e-10,7.371184671023022e-08,-7.52847293529581e-10,1.594612917865335e-07,0.0009599297653989,0.001014666461957,0.001328245858461,16,1687792750.5849104,1687792750.587601,1687792750.5963633,342,64,64,300,1687792750.5964804,1687792750.596482
31,39979,1517220,-0.0203351868080188,-0.0127975030730786,0.2298010373248166,0.1311811568691428,-0.0188006415946943,-0.0233553325598798,6.248008002588035e-08,9.73760842297744e-09,5.627479197556279e-10,7.371184671023022e-08,-7.52847293529581e-10,1.594612917865335e-07,0.0009599297653989,0.001014666461957,0.001328245858461,16,1687792750.5849104,1687792750.587601,1687792750.8842435,92,64,64,300,1687792750.8844275,1687792750.8844292
32,39979,1517956,-0.0242114877614818,0.0009568366591018,0.1358255053030937,0.1346110045263855,0.0688239836094887,0.0538116478181426,5.8678151123410625e-08,1.863068945898039e-11,-2.0535506867400613e-08,6.106361033901767e-08,1.7354718069636175e-08,2.0063893262883521e-07,0.0009398820360382,0.0009552185467293,0.0014548341400059,17,1687792757.9447038,1687792757.9479134,1687792757.9546993,240,64,32,300,1687792757.9548266,1687792757.954829
33,39979,1517956,-0.0242114877614818,0.0009568366591018,0.1358255053030937,0.1346110045263855,0.0688239836094887,0.0538116478181426,5.8678151123410625e-08,1.863068945898039e-11,-2.0535506867400613e-08,6.106361033901767e-08,1.7354718069636175e-08,2.0063893262883521e-07,0.0009398820360382,0.0009552185467293,0.0014548341400059,17,1687792757.9447038,1687792757.9479134,1687792758.2442229,495,64,64,500,1687792758.244395,1687792758.2443976
34,39979,1518459,-0.0029571874833111,-0.0112817792617757,0.1804282240839231,0.0676309837155416,0.1546295270481608,-0.0411886303237999,5.4920225245098486e-08,-4.366890050896869e-10,-2.1103304225427805e-08,5.687025513676064e-08,1.6221680799825874e-08,1.5818772162631433e-07,0.000916156401344,0.0009311295275101,0.0013344059596898,18,1687792762.978697,1687792762.9816182,1687792762.9841075,30,64,64,500,1687792762.9842362,1687792762.984239
35,39979,1518459,-0.0029571874833111,-0.0112817792617757,0.1804282240839231,0.0676309837155416,0.1546295270481608,-0.0411886303237999,5.4920225245098486e-08,-4.366890050896869e-10,-2.1103304225427805e-08,5.687025513676064e-08,1.6221680799825874e-08,1.5818772162631433e-07,0.000916156401344,0.0009311295275101,0.0013344059596898,18,1687792762.978697,1687792762.9816182,1687792763.4806051,38,64,32,300,1687792763.4807343,1687792763.4807374
36,40954,1531446,0.0246991699444016,2.0538200972916096e-05,0.2184041412217201,-0.0826021275487354,-0.0778346032490741,-0.0128300840997345,5.16606193060936e-08,-3.0205489889083446e-10,-2.0826302753200782e-08,5.212640502820106e-08,1.337518102151802e-08,1.2663008060078153e-07,0.0008951704379024,0.0009036654912671,0.0012317831904001,19,1687792892.9155674,1687792892.9180288,1687792892.9246752,11,64,32,500,1687792892.92478,1687792892.9247816
37,40954,1531446,0.0246991699444016,2.0538200972916096e-05,0.2184041412217201,-0.0826021275487354,-0.0778346032490741,-0.0128300840997345,5.16606193060936e-08,-3.0205489889083446e-10,-2.0826302753200782e-08,5.212640502820106e-08,1.337518102151802e-08,1.2663008060078153e-07,0.0008951704379024,0.0009036654912671,0.0012317831904001,19,1687792892.9155674,1687792892.9180288,1687792893.4217985,39,64,32,300,1687792893.4219315,1687792893.4219348
38,40954,1532085,-0.0144729123850065,-0.0201483753372063,0.119827761528594,0.0996944083231876,0.0105320691095621,-0.0810898443466201,6.244179509848437e-08,-1.173075175846243e-09,-2.5005807967127337e-08,6.544524355931738e-08,2.2759998315736047e-08,2.1915090010969218e-07,0.0009583879504041,0.0009762021918402,0.0014977833410324,20,1687792899.3009565,1687792899.303547,1687792899.3054905,270,64,64,300,1687792899.30565,1687792899.305652
39,40954,1532085,-0.0144729123850065,-0.0201483753372063,0.119827761528594,0.0996944083231876,0.0105320691095621,-0.0810898443466201,6.244179509848437e-08,-1.173075175846243e-09,-2.5005807967127337e-08,6.544524355931738e-08,2.2759998315736047e-08,2.1915090010969218e-07,0.0009583879504041,0.0009762021918402,0.0014977833410324,20,1687792899.3009565,1687792899.303547,1687792899.594421,125,64,32,500,1687792899.594506,1687792899.594508
40,40954,1532672,0.0022088805532914,0.0248291441655118,0.1158178509633539,0.0634877982372528,-0.0648361926956496,-0.003647879287713,6.30024060801674e-08,-1.3709011257185863e-10,-2.6148307282777263e-08,6.251771846383908e-08,1.6443891669594123e-08,2.2064688482274333e-07,0.0009609828393373,0.0009636144802592,0.0015034605927037,21,1687792905.1803443,1687792905.183625,1687792905.199129,324,64,32,300,1687792905.1992688,1687792905.1992712
41,40954,1532672,0.0022088805532914,0.0248291441655118,0.1158178509633539,0.0634877982372528,-0.0648361926956496,-0.003647879287713,6.30024060801674e-08,-1.3709011257185863e-10,-2.6148307282777263e-08,6.251771846383908e-08,1.6443891669594123e-08,2.2064688482274333e-07,0.0009609828393373,0.0009636144802592,0.0015034605927037,21,1687792905.1803443,1687792905.183625,1687792905.487906,403,64,64,300,1687792905.488031,1687792905.4880328
42,40954,1533169,0.0146874655457463,0.0032452174237914,0.117963265554437,-0.1057054720198658,0.1393582848969452,-0.0103298171055857,6.490553939008847e-08,-1.3521716776661882e-09,-3.0030600008985475e-08,6.488107444131429e-08,2.0888242007441743e-08,2.205236643519047e-07,0.0009689039282834,0.0009746884944925,0.0015007806733225,22,1687792910.1805344,1687792910.1838706,1687792910.191602,15,64,32,300,1687792910.1917195,1687792910.1917214
43,40954,1533169,0.0146874655457463,0.0032452174237914,0.117963265554437,-0.1057054720198658,0.1393582848969452,-0.0103298171055857,6.490553939008847e-08,-1.3521716776661882e-09,-3.0030600008985475e-08,6.488107444131429e-08,2.0888242007441743e-08,2.205236643519047e-07,0.0009689039282834,0.0009746884944925,0.0015007806733225,22,1687792910.1805344,1687792910.1838706,1687792910.4807706,9,64,64,500,1687792910.4809182,1687792910.4809203
44,41097,1537408,0.0215287212846388,-0.0111310910143994,0.2232570046650268,-0.1197553237126206,-0.0456325386128865,-0.0150730735961508,1.13250918515149e-07,6.920331299979267e-09,-9.830337846431277e-08,7.22762904039462e-08,-1.90068126478463e-08,2.509831728515059e-07,0.0010952971840102,0.0010073097940997,0.0014779966271073,23,1687792952.5657258,1687792952.5682144,1687792952.5820978,13,64,64,500,1687792952.582188,1687792952.582189
45,41097,1537408,0.0215287212846388,-0.0111310910143994,0.2232570046650268,-0.1197553237126206,-0.0456325386128865,-0.0150730735961508,1.13250918515149e-07,6.920331299979267e-09,-9.830337846431277e-08,7.22762904039462e-08,-1.90068126478463e-08,2.509831728515059e-07,0.0010952971840102,0.0010073097940997,0.0014779966271073,23,1687792952.5657258,1687792952.5682144,1687792953.0819476,21,64,64,300,1687792953.0820591,1687792953.082061
46,41177,1538697,0.0095778500293817,0.0155079405061178,0.1635127039954859,0.4078924242312723,0.0348576949805938,-0.0711629980355202,1.0115660948763199e-07,7.299474678345782e-09,9.845433562512605e-08,7.715401501652776e-08,2.65327157968775e-08,3.489315255499858e-07,0.0010830712489249,0.0010363097822794,0.0017411749552734,24,1687792965.4553046,1687792965.4579017,1687792965.468305,216,64,64,500,1687792965.4685752,1687792965.468577
47,41177,1538697,0.0095778500293817,0.0155079405061178,0.1635127039954859,0.4078924242312723,0.0348576949805938,-0.0711629980355202,1.0115660948763199e-07,7.299474678345782e-09,9.845433562512605e-08,7.715401501652776e-08,2.65327157968775e-08,3.489315255499858e-07,0.0010830712489249,0.0010363097822794,0.0017411749552734,24,1687792965.4553046,1687792965.4579017,1687792965.9682975,109,64,64,300,1687792965.9683974,1687792965.9683988
48,41160,1539844,-0.0092160975923543,-0.0228585874170431,0.2364842358327589,0.0036817793705475,0.0562957306681092,0.0248073724756511,4.734026930501777e-08,8.217589955444098e-11,-1.6165838619186046e-08,5.008238184033305e-08,1.2338541868412394e-08,1.1405024534117528e-07,0.0008711193110759,0.0008915286496909,0.0011889641357258,25,1687792976.9502184,1687792976.9526126,1687792976.95532,52,64,64,300,1687792976.9555902,1687792976.955592
49,41160,1539844,-0.0092160975923543,-0.0228585874170431,0.2364842358327589,0.0036817793705475,0.0562957306681092,0.0248073724756511,4.734026930501777e-08,8.217589955444098e-11,-1.6165838619186046e-08,5.008238184033305e-08,1.2338541868412394e-08,1.1405024534117528e-07,0.0008711193110759,0.0008915286496909,0.0011889641357258,25,1687792976.9502184,1687792976.9526126,1687792977.2446682,1,64,64,500,1687792977.244794,1687792977.2447965
50,41160,1542037,0.0239029242299954,0.006986792419821,0.1917479255946105,-0.034822363054772,0.075183570966024,0.0196466531410407,5.5003323084302086e-08,-4.832793482047631e-10,-2.310273909921309e-08,5.49668523247141e-08,1.4667077687199165e-08,1.479765792067418e-07,0.0009148514027523,0.0009207712727788,0.0013025324693243,26,1687792998.895331,1687792998.8981032,1687792998.9113152,34,64,64,500,1687792998.9114337,1687792998.911435
51,41160,1542037,0.0239029242299954,0.006986792419821,0.1917479255946105,-0.034822363054772,0.075183570966024,0.0196466531410407,5.5003323084302086e-08,-4.832793482047631e-10,-2.310273909921309e-08,5.49668523247141e-08,1.4667077687199165e-08,1.479765792067418e-07,0.0009148514027523,0.0009207712727788,0.0013025324693243,26,1687792998.895331,1687792998.8981032,1687792999.4089253,225,64,32,300,1687792999.4090304,1687792999.409032
52,41160,1542701,0.0230671950818201,-0.0081812093897729,0.1643497731074551,-0.0836731010286834,0.0003154788757588,0.0544635787003239,5.944432816194852e-08,-1.3549805820466716e-09,-2.692719641977785e-08,5.984743038461567e-08,1.8758161360325424e-08,1.7362791597769766e-07,0.000939015614717,0.0009472483400495,0.0013779583341063,27,1687793005.5239527,1687793005.5261364,1687793005.5352874,57,64,32,300,1687793005.535407,1687793005.5354097
53,41160,1542701,0.0230671950818201,-0.0081812093897729,0.1643497731074551,-0.0836731010286834,0.0003154788757588,0.0544635787003239,5.944432816194852e-08,-1.3549805820466716e-09,-2.692719641977785e-08,5.984743038461567e-08,1.8758161360325424e-08,1.7362791597769766e-07,0.000939015614717,0.0009472483400495,0.0013779583341063,27,1687793005.5239527,1687793005.5261364,1687793005.8248508,134,64,32,300,1687793005.8250124,1687793005.825015
54,41160,1544027,-0.0235280510076104,-0.0057772000451695,0.1458321159862689,0.1074992214291506,-0.0809932153727919,-0.0742695500667463,7.344599677483374e-08,6.698844594579387e-09,-1.5917985415599451e-09,8.192347904370427e-08,5.5091305375652934e-09,2.3288014460870546e-07,0.0010178403341459,0.0010571501053438,0.0015500735800483,28,1687793018.799469,1687793018.8016038,1687793018.8034987,275,64,32,300,1687793018.8035948,1687793018.8035965
55,41160,1544027,-0.0235280510076104,-0.0057772000451695,0.1458321159862689,0.1074992214291506,-0.0809932153727919,-0.0742695500667463,7.344599677483374e-08,6.698844594579387e-09,-1.5917985415599451e-09,8.192347904370427e-08,5.5091305375652934e-09,2.3288014460870546e-07,0.0010178403341459,0.0010571501053438,0.0015500735800483,28,1687793018.799469,1687793018.8016038,1687793019.092081,212,64,64,500,1687793019.0921867,1687793019.0921886
56,44137,1642513,-0.0211525090382873,-0.0017503288502172,0.2139379999947025,0.3836154531586834,-0.066589042511465,0.0573270538212074,4.8699827598650416e-08,6.120484076480122e-10,-1.5368793452932347e-08,5.1076756780567764e-08,1.1580353418786878e-08,1.29791465228855e-07,0.0008806364898684,0.0008980739808743,0.0012512870348254,29,1687794004.3381443,1687794004.341726,1687794004.357476,228,64,32,500,1687794004.3575826,1687794004.357585
57,44137,1642513,-0.0211525090382873,-0.0017503288502172,0.2139379999947025,0.3836154531586834,-0.066589042511465,0.0573270538212074,4.8699827598650416e-08,6.120484076480122e-10,-1.5368793452932347e-08,5.1076756780567764e-08,1.1580353418786878e-08,1.29791465228855e-07,0.0008806364898684,0.0008980739808743,0.0012512870348254,29,1687794004.3381443,1687794004.341726,1687794004.8556206,313,64,32,500,1687794004.855743,1687794004.8557456
58,44434,1648643,0.0162671421184712,-0.0185351289189363,0.2394884956656545,-0.1628058581477328,0.2798682929391897,-0.0545089685794071,4.8926353074717234e-08,-2.871211083475925e-10,-1.8852513887446967e-08,5.0506722778176654e-08,1.297257021083278e-08,1.1201489734915057e-07,0.0008790749098306,0.0008939603356775,0.0011790707537024,30,1687794065.6794786,1687794065.6822767,1687794065.6906164,180,64,32,500,1687794065.6907067,1687794065.6907082
59,44434,1648643,0.0162671421184712,-0.0185351289189363,0.2394884956656545,-0.1628058581477328,0.2798682929391897,-0.0545089685794071,4.8926353074717234e-08,-2.871211083475925e-10,-1.8852513887446967e-08,5.0506722778176654e-08,1.297257021083278e-08,1.1201489734915057e-07,0.0008790749098306,0.0008939603356775,0.0011790707537024,30,1687794065.6794786,1687794065.6822767,1687794066.189423,0,64,32,500,1687794066.1895337,1687794066.1895363
60,44587,1650309,0.0175025784512361,-0.0081842762324184,0.249592282589726,-0.1909429267673956,-0.1597566626349084,-0.1132115051606868,4.7305059249006975e-08,1.2490013159462988e-10,-1.7482669280490033e-08,4.85798487692416e-08,1.1412090464336413e-08,1.0445609001655715e-07,0.000868962976662,0.0008818396086456,0.0011498795055618,31,1687794082.3245382,1687794082.326637,1687794082.3343475,0,64,32,500,1687794082.334458,1687794082.3344595
61,44587,1650309,0.0175025784512361,-0.0081842762324184,0.249592282589726,-0.1909429267673956,-0.1597566626349084,-0.1132115051606868,4.7305059249006975e-08,1.2490013159462988e-10,-1.7482669280490033e-08,4.85798487692416e-08,1.1412090464336413e-08,1.0445609001655715e-07,0.000868962976662,0.0008818396086456,0.0011498795055618,31,1687794082.3245382,1687794082.326637,1687794082.8303964,185,64,32,500,1687794082.8305311,1687794082.830533
62,45222,1694459,-0.0209470109011672,0.010421631169369,0.1519757624430814,0.3613985713109263,-0.1982165144452938,-0.0003714774181937,5.649549879781455e-08,4.41954869194437e-10,-1.91735744410889e-08,5.8257646610137325e-08,1.4682012490931603e-08,1.8375769021614201e-07,0.0009459245572133,0.0009644457322938,0.0014421342202082,32,1687794524.135885,1687794524.138359,1687794524.145598,10,64,64,300,1687794524.1458158,1687794524.1458173
